Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Feature8;Feature9;Feature10;Feature11;Pensioner
1;1;1;0;0;0;2;1;0;0;1;0
4;138;0;11;1;0;4;3;3;1;0;1
16;425;33;44;1;1;3;20;1;1;0;0
87;382;1;113;0;0;2;4;1;0;1;0
0;1;0;1;0;0;0;1;0;1;0;0
8;2848;0;29;0;1;1;9;1;1;0;0
0;0;0;0;2;0;28;0;1;0;1;0
0;216;0;0;0;0;0;1;0;1;0;0
0;6;0;0;0;0;1;0;0;0;0;0
6;85;0;26;3;7;3;32;5;0;1;0
16;276;3;77;0;0;2;21;1;1;0;1
32;2841;102;73;3;6;3;21;1;1;0;0
55;145;12;88;0;2;3;34;3;1;0;1
0;1;1;1;0;0;1;1;0;1;0;0
6;46;0;3;0;0;1;1;0;0;0;1
3;29;0;5;1;0;1;11;0;1;0;0
6;154;20;14;0;0;1;16;1;1;0;0
56;416;3;58;1;3;3;30;1;0;1;0
21;233;11;47;1;5;1;38;1;1;0;0
7;277;47;20;0;1;1;17;1;1;0;0
4;1;0;8;0;0;1;2;1;0;1;1
8;47;1;6;0;1;2;10;1;1;0;0
9;163;32;11;1;0;3;23;0;1;0;0
3;37;2;4;1;0;1;1;0;1;0;0
17;282;1;32;1;4;1;15;1;1;0;0
2;9;0;3;0;0;1;6;1;1;0;0
2;17;13;2;2;0;2;3;0;1;0;0
6;17;0;63;0;0;1;14;1;1;0;0
24;249;27;80;0;1;1;13;1;1;0;0
77;258;134;107;2;1;5;47;1;1;0;1
3;65;3;26;2;5;4;9;1;0;1;0
15;908;1;41;1;4;2;20;1;1;0;0
3;10;0;5;0;1;1;2;1;0;1;0
21;450;1;132;1;0;1;14;1;1;0;0
17;159;4;40;4;4;5;34;1;0;1;0
82;376;80;45;0;1;2;7;1;1;0;0
2;104;0;6;0;0;1;0;1;0;1;0
23;336;3;73;2;0;1;23;3;1;0;0
3;60;1;23;0;2;2;6;2;0;1;0
9;19;13;10;0;0;3;7;0;0;0;0
6;40;8;12;0;2;3;108;1;1;0;0
11;98;0;17;0;0;3;5;1;1;0;0
4;19;1;8;0;2;2;1;1;0;1;0
8;1;1;29;1;1;8;11;0;1;0;1
13;1;32;41;1;1;11;0;0;1;0;1
13;21;29;20;1;2;1;13;1;1;0;0
0;0;0;0;0;0;2;0;0;0;1;0
0;25;722;0;1;1;0;0;1;1;0;0
43;1061;16;89;4;2;1;18;1;0;0;0
15;604;105;24;0;0;1;7;1;1;0;0
0;2;0;0;0;0;0;0;0;0;1;0
8;2;0;0;0;0;1;7;0;1;0;0
0;1;0;2;0;3;1;3;1;0;1;0
3;45;21;10;0;0;3;6;1;1;0;0
0;8;0;2;0;0;0;2;0;1;0;0
0;0;0;0;0;0;0;3;1;0;1;0
3;55;0;13;5;3;24;4;1;0;1;0
8;160;22;16;0;1;2;20;1;1;0;1
3;83;20;15;1;0;4;6;1;1;0;0
94;373;20;118;0;1;1;27;1;0;1;1
11;182;0;37;1;4;1;27;2;1;0;0
1;1;0;0;0;0;1;0;0;0;1;0
15;43;18;0;2;2;2;13;1;1;0;0
14;2408;42;25;1;3;2;10;1;1;0;0
4;551;5;9;1;2;2;15;1;1;0;0
28;366;20;52;1;2;4;22;1;0;0;0
8;45;5;11;0;0;1;6;1;1;0;0
25;1585;8;37;2;2;1;29;2;1;0;0
30;415;0;118;0;1;1;16;1;1;0;0
13;441;60;23;0;0;1;3;1;1;0;0
0;19;3;4;1;1;4;6;2;1;0;0
11;1;6;18;0;0;1;9;0;1;0;1
8;23;0;8;0;0;1;3;1;0;1;0
17;484;184;60;1;1;3;17;1;1;0;0
9;129;2;14;0;1;1;1;2;0;1;0
45;258;23;23;1;2;4;10;1;0;0;0
7;47;377;28;0;1;3;10;1;1;0;0
0;1;0;0;0;0;0;0;0;0;1;0
11;2;11;25;0;0;4;3;1;1;0;0
2;18;3;3;0;0;1;2;1;1;0;0
0;0;0;0;0;1;13;0;0;0;1;0
5;16;7;7;0;0;3;5;5;1;0;0
22;155;4;50;6;0;2;30;1;1;0;0
2;77;29;8;0;1;2;1;1;1;0;0
14;1180;3;22;1;0;1;5;2;1;0;0
17;56;1;26;1;3;6;9;1;1;0;0
2;0;0;1;0;1;1;0;0;1;0;0
3;1487;23;20;0;1;3;21;1;1;0;0
0;1;0;2;0;0;1;0;0;0;1;0
0;0;1;0;0;4;2;0;96;0;1;0
0;0;0;0;1;0;0;2;0;1;0;0
4;11;1;0;0;0;1;1;0;1;0;0
3;54;2;5;0;0;2;4;0;1;0;0
0;1;1252;2;0;0;0;1;1;1;0;0
162;1315;51;123;4;8;4;29;1;1;0;0
7;32;1;13;0;0;1;4;1;1;0;0
15;515;1;11;0;0;1;8;1;1;0;0
3;60;0;8;1;1;121;25;4;1;0;0
6;39;0;15;0;0;1;3;1;1;0;0
6;1;1;9;2;0;3;7;1;0;0;0
4;180;2;30;0;3;1;11;3;0;1;0
3;53;0;5;1;1;1;2;1;0;1;0
3;14;0;1;0;0;2;1;0;1;0;0
1;17;10;11;1;1;1;2;2;1;0;0
1;3;0;31;1;0;2;1;2;0;0;0
15;113;2;25;1;0;3;13;1;1;0;0
2;5;2;0;0;0;0;0;0;1;0;0
12;92;2;10;0;0;0;1;0;1;0;0
5;262;12;13;1;3;3;25;1;1;0;0
0;1;0;0;0;2;41;2;1;0;1;0
11;87;1;23;1;0;3;7;1;0;1;0
0;0;0;0;1;0;0;0;0;0;1;0
5;26;2;9;0;0;1;3;1;1;0;1
0;16;0;0;0;0;1;1;2;0;1;0
6;116;21;4;0;0;6;5;8;1;0;0
32;313;36;58;1;1;1;10;1;1;0;0
3;55;6;2;0;0;1;1;0;1;0;0
2;32;0;12;0;0;3;2;0;1;0;0
1;9;0;2;0;0;0;0;0;1;0;0
10;41;2;28;1;0;1;12;1;1;0;0
11;331;7;42;7;1;3;24;1;1;0;0
23;93;1;41;1;5;3;10;1;1;0;0
15;223;20;25;1;1;3;17;1;1;0;0
0;5;0;13;1;0;1;3;1;0;0;1
51;226;4;77;1;5;1;39;1;1;0;0
2;24;0;8;1;2;4;2;0;0;1;1
3;63;10;14;0;0;1;3;1;1;0;0
4;102;5;3;0;0;1;6;1;1;0;0
17;87;3;23;0;1;6;129;1;1;0;0
3;5;1;8;0;0;1;0;0;1;0;1
4;14;0;6;0;2;1;12;1;1;0;0
15;81;2;19;0;0;2;2;1;1;0;0
19;409;0;64;3;3;4;12;1;0;1;0
23;66;0;28;0;2;3;3;1;0;1;1
22;1;54;195;1;1;17;8;1;0;0;1
4;84;1;15;0;0;1;2;0;1;0;1
4;1;0;19;0;0;1;2;0;1;0;0
1;4;3;19;0;1;0;1;0;0;0;0
6;88;0;18;0;6;4;77;1;0;1;0
0;0;0;0;6;0;1;0;55;0;1;0
0;0;0;1;0;0;1;0;0;0;1;0
6;37;8;19;3;2;3;8;1;0;1;0
0;12;2;0;0;0;2;0;0;1;0;0
5;50;1;16;0;1;5;14;1;1;0;0
1;0;12;0;0;0;0;0;0;0;1;0
6;49;25;2;0;1;1;1;0;1;0;0
3;283;0;7;0;1;1;16;2;0;0;0
3;35;2;5;1;0;1;15;1;1;0;0
0;6;2;0;0;0;1;0;0;1;0;0
6;63;6;12;0;0;2;7;2;1;0;1
1;21;0;0;3;8;726;1;4;0;1;0
25;215;3;28;4;0;16;17;1;1;0;0
4;31;3;3;0;0;1;1;0;1;0;1
26;125;2;38;1;3;2;25;1;1;0;0
0;2;0;0;0;0;1;0;0;1;0;0
2;1;12;7;0;0;1;9;1;1;0;0
5;136;8;21;0;0;1;4;1;1;0;0
25;181;11;43;1;1;1;22;1;1;0;0
9;23;9;15;0;0;4;1;0;1;0;0
24;1094;116;28;0;0;2;28;2;0;0;0
1;99;0;1;0;0;1;1;1;0;1;0
104;466;2;259;0;2;2;11;1;0;0;0
22;186;8;64;2;0;2;22;1;1;0;1
8;61;8;17;0;0;1;1;1;1;0;0
0;19;1;3;0;0;1;5;0;1;0;0
1;2;0;1;0;0;1;0;2;1;0;0
0;1;0;0;1;0;0;15;0;1;0;0
9;151;3;6;1;0;1;13;0;1;0;0
65;664;5;100;2;5;2;52;2;1;0;0
9;99;0;16;0;14;4;16;3;0;1;0
41;1081;114;23;1;2;1;7;1;1;0;0
9;115;1;30;0;1;1;12;1;0;0;0
33;458;20;61;0;4;1;12;1;1;0;0
12;36;13;6;2;0;1;12;1;1;0;1
0;19;0;6;0;1;1;3;0;1;0;0
0;46;23;18;1;1;4;4;0;1;0;0
34;126;28;47;1;5;3;35;1;1;0;0
6;37;19;6;0;0;7;5;1;1;0;0
6;89;30;6;0;0;1;9;1;1;0;0
15;484;5;32;6;4;6;11;1;0;1;0
39;18;33;39;1;0;18;16;3;1;0;0
0;27;47;3;0;0;2;5;1;1;0;0
1;44;6;6;0;0;1;1;0;1;0;0
0;1;0;1;0;0;1;0;0;1;0;1
0;3;0;2;1;0;2;1;2;1;0;1
3;122;3;16;0;0;2;4;2;0;1;0
13;1;0;4;0;0;0;0;1;0;1;0
0;0;0;0;0;0;0;0;0;1;0;0
2;30;0;11;0;2;1;18;2;1;0;0
52;520;8;91;3;12;9;58;1;1;0;0
6;124;2;8;0;0;4;14;1;1;0;0
0;0;1;0;1;0;1;1;1;0;0;0
7;121;3;24;0;5;3;18;1;0;1;0
0;0;0;1;0;1;1;1;1;0;1;0
17;130;62;18;4;4;6;35;3;1;0;0
2;16;0;2;0;0;0;1;0;0;0;0
23;285;25;31;0;3;1;36;1;1;0;0
3;41;5;10;1;0;1;3;1;1;0;0
14;31;22;21;1;0;1;2;1;1;0;0
19;75;44;18;0;3;2;8;1;1;0;0
1;45;73;5;0;0;1;20;1;1;0;0
0;0;0;0;0;0;1;3;0;0;0;0
18;436;3;115;1;0;9;13;2;1;0;0
2;33;1;8;1;3;7;7;1;0;1;0
13;1456;125;23;0;2;4;14;1;1;0;0
20;434;30;18;0;1;2;26;2;1;0;0
3;61;1;16;0;0;2;3;2;1;0;0
46;46;5;33;0;1;1;2;2;0;1;0
3;30;26;10;1;0;1;4;2;1;0;0
88;124;14;24;1;0;1;5;2;1;0;1
0;4;43;0;0;0;0;0;0;1;0;0
60;457;34;123;3;3;6;45;1;1;0;1
16;79;16;45;0;0;5;6;1;1;0;1
2;39;0;4;0;0;1;2;0;1;0;0
1;0;0;0;0;1;9;0;1;0;1;0
8;590;5;11;0;0;1;2;1;1;0;1
6;37;6;26;0;0;1;1;1;1;0;0
0;0;0;0;0;0;1;0;0;0;1;0
1;10;0;2;0;0;1;3;1;0;1;0
1;97;5;7;1;0;3;11;1;1;0;0
0;0;0;1;0;0;0;0;0;1;0;0
7;50;3;40;1;1;4;4;1;0;1;0
19;1;1;2;0;0;1;0;0;1;0;0
0;1;0;0;0;1;2;1;2;0;1;0
62;701;124;120;0;6;2;31;1;1;0;1
0;0;0;0;0;0;5;0;2;0;0;1
31;406;8;80;0;3;14;26;1;1;0;1
1;1;0;0;1;0;1;0;0;1;0;0
4;18;0;1;0;0;2;2;0;1;0;0
50;587;23;78;7;7;10;109;1;1;0;0
2;4;0;0;0;0;2;0;0;0;1;0
9;45;1;9;0;0;1;3;1;1;0;0
37;157;68;63;0;0;9;5;1;1;0;0
1;1;0;0;0;0;4;0;1;1;0;0
0;0;0;0;0;0;27;0;0;0;1;0
0;9;0;14;0;0;4;8;1;1;0;0
3;1;0;67;0;0;1;1;0;0;0;1
0;3;366;0;0;0;1;0;1;1;0;0
2;8;0;0;1;1;116;1;4;0;1;0
24;818;15;71;4;1;2;16;1;0;1;0
9;89;8;12;3;2;8;157;2;0;0;0
4;13;3;10;0;0;3;2;1;1;0;1
2;1;1;1;0;0;0;0;0;0;1;1
0;0;0;0;0;0;3;0;1;0;0;0
1;16;0;5;0;0;1;4;1;1;0;0
1;3;4;0;0;0;0;2;0;0;0;0
14;2;2;42;0;1;3;4;0;0;1;1
8;11;0;8;2;0;1;2;0;1;0;0
12;204;5;22;0;0;2;6;3;1;0;0
24;99;9;34;8;1;6;14;1;1;0;0
0;12;0;0;3;2;31;0;1;0;0;0
0;0;0;3;0;0;0;2;0;1;0;0
2;77;2;12;0;1;6;8;2;0;0;0
1;15;0;2;0;0;1;1;0;1;0;0
3;52;0;2;0;0;7;8;5;1;0;0
5;1394;1;10;0;0;7;6;2;1;0;0
6;132;31;24;1;0;2;20;1;1;0;0
40;360;22;55;1;6;3;22;1;0;1;1
17;77;1;25;2;1;1;37;1;1;0;0
35;214;233;35;0;1;1;6;1;1;0;1
3;9;8;9;1;1;2;11;0;1;0;0
0;1;0;0;0;0;2;1;0;0;1;0
6;1;0;15;0;3;1;4;1;0;1;0
0;18;0;1;1;0;0;0;0;1;0;0
6;28;2;9;0;0;2;3;5;1;0;0
8;14;3;6;0;0;7;9;1;1;0;0
81;974;3;158;0;13;2;27;1;0;1;0
16;67;24;24;0;0;1;8;2;1;0;0
5;48;1;23;0;0;3;4;0;0;1;1
61;219;12;143;8;7;11;84;1;1;0;0
4;6;3;2;0;0;1;2;0;1;0;0
20;434;10;90;0;2;2;57;3;1;0;1
12;1;6;35;0;0;1;13;1;1;0;0
3;98;0;17;0;2;8;13;5;0;1;0
1;59;3;6;0;0;1;2;0;1;0;0
2;396;26;11;1;0;24;23;1;1;0;0
2;18;0;4;0;0;1;3;0;1;0;0
3;53;0;7;0;4;12;10;1;0;1;0
0;1;0;0;0;0;0;1;0;1;0;0
9;4633;5;6;0;0;1;4;0;1;0;1
19;563;10;73;6;6;45;30;2;0;1;0
1;49;18;5;0;0;1;1;1;1;0;0
4;115;3;12;0;0;1;3;1;1;0;0
14;142;16;12;0;0;8;12;1;1;0;0
0;1;0;0;0;0;1;5;0;0;1;0
1;30;5;2;0;0;1;1;0;1;0;0
0;0;0;0;0;0;3;0;0;0;1;0
4;47;6;3;0;0;2;0;1;1;0;0
26;509;96;66;2;3;5;25;1;1;0;0
8;99;1;7;0;0;2;22;1;0;0;0
8;13;3;16;3;4;4;16;3;1;0;0
3;30;0;1;1;0;3;2;1;1;0;0
18;93;9;26;0;1;2;9;1;1;0;0
4;12;2;3;0;0;1;5;0;0;1;0
26;127;25;41;0;2;16;20;1;1;0;0
0;4;0;2;0;0;0;1;0;1;0;1
1;3;4;0;0;0;0;0;1;0;0;0
22;239;19;64;0;2;3;24;1;1;0;1
10;19;0;16;0;0;2;5;0;1;0;0
11;233;7;33;2;4;4;38;1;1;0;0
3;3;0;1;0;0;0;0;0;1;0;1
4;50;2;8;1;1;1;5;0;1;0;0
4;107;26;16;0;3;4;5;1;1;0;0
3;19;0;2;0;0;1;5;1;0;1;0
11;6;0;19;0;0;2;4;3;0;0;0
3;57;4;8;0;0;5;2;0;1;0;0
28;76;2;61;4;12;10;52;2;0;1;0
0;4;1;10;1;0;0;0;0;0;1;1
0;1;0;0;0;0;0;7;0;1;0;0
19;304;55;24;2;0;3;26;1;0;0;0
17;171;0;40;0;1;7;12;1;1;0;0
1;1;0;9;0;5;2;5;9;0;1;0
2;7;2;0;0;0;2;6;0;1;0;0
11;262;70;33;0;1;6;37;1;1;0;0
6;293;14;22;0;0;2;18;8;1;0;0
4;7;5;5;0;0;1;2;0;1;0;0
15;116;32;36;0;0;1;9;1;0;1;0
0;0;0;2;1;0;1;0;0;1;0;0
20;44;16;19;1;0;2;3;1;0;1;1
1;8;0;0;0;0;4;1;0;0;1;0
6;255;1;34;5;4;1;19;1;0;1;0
12;16;0;15;0;1;1;9;1;1;0;0
2;81;3;19;1;0;2;26;1;1;0;0
6;36;15;9;1;0;5;7;1;1;0;0
18;58;4;41;2;0;3;42;1;1;0;0
0;0;0;0;0;0;4;0;1;0;1;0
1;32;0;3;0;0;1;2;1;0;0;0
1;7;1;1;0;0;1;0;0;1;0;0
1;22;0;3;0;0;5;4;1;1;0;0
14;1;1;2;0;0;0;0;0;1;0;0
5;14;0;12;0;0;2;5;1;1;0;1
47;12;14;82;0;0;1;10;1;1;0;0
5;803;0;8;0;0;2;1;0;1;0;0
21;242;31;54;1;3;3;36;4;1;0;0
2;16;0;4;0;0;3;2;1;1;0;0
46;336;141;111;2;6;2;26;1;0;0;0
47;322;2;67;1;3;2;15;1;1;0;0
3;54;0;5;1;0;1;3;0;1;0;0
69;431;58;193;0;1;2;9;1;1;0;0
0;1;0;0;1;4;17;0;10;0;1;0
0;8;0;2;0;0;1;5;1;0;1;0
3;179;2;20;1;0;0;3;0;1;0;0
2;11;0;2;1;0;2;3;1;1;0;0
19;3;2;42;0;3;11;10;1;1;0;1
25;67;4;23;0;2;2;10;1;1;0;0
10;541;1;27;2;1;3;11;1;1;0;0
2;1;0;4;0;0;0;2;0;1;0;0
11;201;0;13;0;0;1;2;1;1;0;0
12;118;1;9;2;1;6;6;4;0;1;0
12;69;7;22;1;0;1;18;1;1;0;0
0;129;21;1;0;0;0;0;0;1;0;0
2;4;1;1;2;1;4;3;1;1;0;0
1;1;0;4;0;0;1;0;0;1;0;1
14;409;9;26;1;1;8;7;1;1;0;0
19;53;1;6;1;2;1;10;3;1;0;0
3;47;0;14;1;3;6;2;0;1;0;0
23;201;6;51;0;1;1;9;1;1;0;0
1;20;1;6;0;0;3;4;1;1;0;0
27;86;88;22;0;0;1;18;1;1;0;0
6;40;11;4;0;0;2;3;0;1;0;0
51;447;14;119;0;2;6;14;1;0;1;1
8;43;4;26;0;2;1;10;1;0;1;0
12;31;0;11;1;1;1;11;1;1;0;0
37;428;8;114;1;1;3;32;1;1;0;0
0;1;0;0;0;0;0;0;0;1;0;0
53;425;156;95;3;2;7;27;1;1;0;0
21;108;8;36;0;3;1;9;1;1;0;0
0;32;0;2;0;0;2;2;0;1;0;0
7;90;14;17;0;0;1;6;0;1;0;0
3;147;113;10;0;0;12;12;1;1;0;0
8;116;21;28;0;0;3;198;2;1;0;0
7;56;8;12;0;0;2;1;1;1;0;0
0;60;0;8;0;2;3;11;1;1;0;0
22;142;51;61;3;6;4;57;1;1;0;0
4;37;1;6;0;0;1;1;1;1;0;0
1;26;1;2;0;1;1;1;0;1;0;0
0;8;0;2;0;0;2;1;1;1;0;0
0;0;0;0;0;0;12;0;4;0;1;0
8;344;9;19;0;2;7;4;1;1;0;0
6;92;66;10;0;1;1;8;1;1;0;0
32;84;3;42;0;1;3;14;2;1;0;0
2;97;0;5;0;0;3;6;1;0;1;0
28;306;22;43;0;3;1;7;1;0;0;0
0;1;1;0;0;0;1;1;0;1;0;0
1;23;4;4;0;0;1;7;0;1;0;0
77;340;14;173;0;4;2;17;1;1;0;0
2;1;0;6;0;0;1;11;1;0;0;0
6;241;81;10;11;1;18;28;1;0;0;0
4;77;3;7;0;2;5;4;1;0;1;0
0;1;8;0;0;0;0;1;0;1;0;0
3;10;2;6;0;0;1;1;0;1;0;0
18;78;2;17;0;0;4;14;0;1;0;0
0;0;0;1;0;0;0;0;0;1;0;1
1;7;0;5;0;0;1;2;0;1;0;0
21;229;3;16;0;0;1;5;1;1;0;0
5;60;0;16;1;0;1;5;1;1;0;0
2;256;1;9;0;0;1;1;0;0;1;0
30;137;28;45;1;4;2;7;2;1;0;0
0;0;0;0;0;0;10;0;1;0;1;0
3;0;0;0;0;0;0;0;0;0;0;0
5;64;10;11;0;0;2;6;1;1;0;0
11;150;2;47;0;0;2;19;7;1;0;0
26;1;8;27;0;0;5;1;3;1;0;1
0;6;1;2;0;0;0;0;0;1;0;0
4;80;18;11;1;0;1;4;1;1;0;0
0;3;0;0;0;0;1;0;0;0;1;0
5;5;0;2;0;0;1;1;1;0;1;1
3;11;0;5;0;0;1;2;1;0;1;0
71;194;11;190;2;3;2;13;1;0;0;1
5;41;0;6;0;0;3;7;1;1;0;0
3;7;1;0;1;0;0;1;1;1;0;0
6;146;1;14;1;0;4;5;0;1;0;0
11;121;3;98;1;1;2;4;1;0;1;0
25;90;1;38;1;0;11;17;1;1;0;0
1;0;1;0;4;2;56;0;1;0;1;0
1;10;0;1;0;0;2;1;1;1;0;0
0;14;7;0;0;0;1;2;0;0;0;0
10;269;22;52;0;0;8;16;1;1;0;0
0;1;0;1;0;0;0;0;0;0;1;0
3;174;0;8;1;2;1;9;3;0;1;0
3;60;3;8;2;1;2;5;1;1;0;0
33;37;1;52;0;3;1;8;1;1;0;0
11;119;1;33;0;0;4;8;0;1;0;0
12;5;23;21;1;0;7;1;0;1;0;1
13;141;7;18;1;1;7;10;1;1;0;0
14;97;0;16;0;0;1;2;1;0;0;0
1;20;9;9;0;1;1;5;1;1;0;0
10;151;44;23;1;0;1;12;2;1;0;0
0;0;99;0;0;0;0;0;1;1;0;0
12;405;2;22;0;2;5;12;1;1;0;0
11;32;1;14;1;0;1;5;1;0;1;1
0;0;0;1;1;0;94;0;335;0;1;0
0;1;0;1;1;0;1;0;1;0;1;0
1;11;2;1;1;2;81;5;5;0;1;0
10;668;2;7;0;2;1;4;0;1;0;0
3;0;0;1;0;0;0;0;0;1;0;1
30;185;96;77;2;3;2;12;1;0;0;1
65;2869;51;169;2;1;4;17;1;1;0;1
6;55;1;7;0;0;1;1;0;1;0;0
8;82;34;9;0;0;9;9;1;1;0;0
229;277;0;12;0;0;1;6;1;1;0;0
0;1;0;0;0;0;0;0;0;1;0;0
11;36;4;46;0;9;5;15;1;0;1;0
1;2;0;0;0;0;0;0;0;0;1;1
1;0;0;0;2;2;126;3;3;0;0;1
19;165;50;69;2;0;3;12;1;1;0;0
2;12;4;9;1;0;1;2;1;1;0;0
1;11;3;1;0;0;2;2;0;1;0;0
4;50;35;9;1;0;1;2;1;1;0;0
22;303;17;45;0;3;1;33;1;1;0;0
5;66;0;13;1;0;14;3;0;0;1;0
1;12;4;4;0;0;4;60;0;1;0;0
4;60;0;5;0;0;2;3;0;0;1;0
33;1397;9;49;2;5;3;24;1;0;1;0
8;27;6;4;0;1;4;6;1;1;0;0
17;234;10;68;1;4;1;12;1;0;1;0
0;7;0;1;0;0;1;1;0;0;1;0
3;47;2;8;0;0;2;2;0;0;0;0
3;129;7;5;0;0;1;2;0;1;0;1
47;211;50;66;0;0;4;5;3;1;0;1
20;162;4;49;0;7;5;20;5;0;1;0
1;0;0;3;0;3;41;0;57;0;1;0
1;5;1;1;0;0;0;2;0;1;0;0
1;49;13;29;1;0;9;3;1;1;0;0
118;164;34;299;2;19;7;66;2;1;0;0
2;5;0;2;0;0;1;5;0;1;0;0
7;24;5;3;0;0;1;1;1;1;0;0
110;166;172;159;4;1;6;11;2;1;0;1
18;61;2;24;0;0;3;8;1;1;0;0
3;1;0;22;0;3;1;1;1;0;1;0
3;1;0;6;0;0;40;2;0;1;0;0
17;464;1;21;0;1;2;22;2;1;0;0
5;49;3;14;0;1;1;9;2;0;1;0
13;228;34;24;0;1;9;16;1;1;0;0
0;16;32;30;0;0;0;1;0;1;0;0
0;0;0;0;4;1;22;0;1;0;1;0
2;0;1;13;0;0;0;0;0;0;0;0
20;188;86;28;5;1;2;27;0;1;0;0
0;0;0;0;4;1;40;0;0;0;1;0
3;89;0;14;3;3;23;27;1;0;0;0
0;2;51;0;0;0;0;0;1;1;0;0
2;28;0;3;0;0;1;0;0;1;0;0
49;182;4;62;0;2;1;18;1;1;0;0
42;57;1;49;2;1;1;35;2;1;0;1
9;105;121;25;1;2;9;17;1;1;0;0
36;90;21;43;0;0;1;14;0;1;0;0
3;17;1;2;3;2;51;12;1;0;1;0
27;385;5;126;3;3;5;15;2;0;1;1
2;194;12;22;0;0;1;1;1;1;0;0
3;160;62;8;1;0;1;4;1;1;0;0
0;1;0;0;0;0;1;0;0;0;1;0
5;255;0;18;0;0;10;2;4;0;1;0
1;142;5;2;1;0;1;1;0;1;0;1
41;2154;58;102;5;9;5;42;2;1;0;0
11;1;4;11;0;0;0;0;1;1;0;0
10;114;32;12;1;3;3;15;2;1;0;0
17;583;0;57;0;3;11;7;1;0;1;0
1;58;2;3;0;0;1;1;1;0;0;1
0;5;1;1;0;0;5;7;0;1;0;0
0;1;0;2;0;0;0;1;0;0;1;0
8;18;39;0;0;0;1;3;1;1;0;0
3;89;190;8;1;0;3;3;1;1;0;0
8;48;11;18;2;2;1;14;1;1;0;0
0;1;0;1;0;0;1;5;0;0;1;0
0;0;8;0;0;0;0;0;0;0;1;0
8;55;7;13;0;1;4;12;1;1;0;1
0;614;0;0;0;0;0;0;0;1;0;1
0;6;0;0;0;0;0;1;0;0;0;0
19;34;2;29;0;1;3;3;2;1;0;0
16;426;6;30;0;1;6;11;5;1;0;0
23;149;1;45;0;1;1;20;1;1;0;1
2;15;0;5;0;1;1;2;1;0;1;0
22;49;3;43;0;3;5;10;1;0;1;1
3;61;4;10;0;0;2;5;1;0;1;0
3;14;4;5;3;7;131;22;1;0;1;0
7;3;0;19;0;0;0;0;1;0;1;1
13;260;28;21;1;3;2;34;1;1;0;0
0;7;1;0;1;2;0;1;0;1;0;0
17;96;2;36;3;0;10;4;1;0;1;0
26;1355;72;37;2;2;2;39;1;1;0;0
3;125;4;9;0;0;1;17;1;1;0;0
81;137;9;142;1;7;7;51;2;1;0;0
2;2;4;2;0;0;7;0;0;0;1;0
5;33;10;7;0;0;5;4;5;1;0;0
0;12;1;10;0;0;1;1;0;0;1;0
3;69;2;5;1;0;14;2;1;0;1;0
23;188;116;53;2;6;4;34;2;1;0;0
18;166;3;29;2;3;13;23;1;1;0;0
61;226;2;69;3;1;3;62;1;1;0;0
0;50;2;0;0;0;0;0;1;1;0;1
3;38;7;10;0;7;4;3;2;1;0;0
24;299;10;131;1;2;2;2;2;0;0;1
5;54;27;17;0;0;2;5;1;1;0;0
0;1;0;0;0;0;1;0;0;1;0;0
1;4;0;4;0;0;1;1;0;1;0;0
6;3;8;12;0;2;1;4;1;1;0;0
4;218;39;8;0;0;1;10;1;1;0;0
0;0;0;0;1;0;1;0;1;0;1;0
1;1;0;4;0;0;1;1;9;1;0;0
11;136;29;26;1;1;23;23;1;1;0;0
12;135;11;18;0;0;1;2;2;0;0;0
0;115;13;6;0;0;4;5;1;0;0;0
2;6;141;3;0;0;0;0;1;1;0;0
67;56;1;99;0;1;1;4;1;1;0;0
23;141;14;35;3;0;6;9;0;1;0;0
0;8;8;1;0;0;1;1;0;1;0;0
2;30;7;1;2;0;1;6;2;1;0;0
14;84;3;16;1;1;1;5;1;1;0;0
44;851;5;296;5;5;10;78;1;0;1;0
2;25;0;8;1;0;2;3;0;1;0;1
1;86;1;13;1;0;1;3;1;0;1;0
15;159;4;39;0;0;3;2;1;0;1;0
3;66;0;5;0;1;1;1;0;1;0;0
1;14;10;6;0;0;6;10;1;1;0;0
7;224;273;17;1;0;20;29;1;1;0;0
6;12;278;5;1;0;15;1;1;1;0;0
4;4;3;9;0;0;1;0;0;0;0;1
2;39;12;7;0;0;2;10;0;0;0;0
16;212;6;40;1;2;1;20;1;1;0;0
1;23;0;1;0;0;1;12;0;1;0;0
0;1;0;0;0;0;1;1;2;1;0;0
1;0;0;0;3;2;71;0;1;0;1;0
1;7;1;0;0;0;0;0;0;1;0;0
0;0;0;4;1;0;3;1;1;1;0;0
6;163;6;59;0;0;8;17;1;1;0;0
10;25;0;17;0;0;1;5;0;1;0;0
5;35;0;3;0;0;3;1;1;1;0;0
0;0;0;0;0;0;2;0;1;1;0;0
10;25;8;15;1;2;3;15;1;1;0;0
8;253;2;14;1;13;1;14;1;0;1;0
45;86;0;27;2;1;2;8;1;1;0;0
1;14;0;3;0;0;0;1;1;0;1;0
0;1;0;2;0;0;1;1;0;0;0;0
0;0;0;0;6;2;107;0;1;0;1;0
0;0;0;0;4;1;25;0;1;0;1;0
3;25;4;8;0;0;2;3;0;1;0;1
5;73;2;13;1;2;1;5;1;1;0;0
10;222;0;18;0;0;2;1;1;0;1;0
1;3;1;2;1;0;1;1;0;1;0;1
5;13;4;13;0;0;4;4;2;1;0;0
